config,surrogate_workspace,description,target_threshold,surrogate_threshold,total_samples_count,samples_evaded_count,samples_evaded_percentage,target_confidence_mean,target_confidence_original_mean,surrogate_confidence_mean,surrogate_confidence_original_mean,target_confidence_reduction_mean,surrogate_confidence_reduction_mean
Surrogate_Paranoia_V1,2024-06-01_19-29-44_forestgreen-history,"surrogate with PL 1, 100% data/test overlap",0.5523714811365984,0.5925768546653625,400,400,1.0,0.3202545838781911,0.5231246620251744,0.3214441417317051,0.524048426596915,0.2028700781469832,0.2026042848652098
Surrogate_Paranoia_V1,2024-06-03_03-24-49_azure-tax,"surrogate with PL 1, 100% data/test overlap",0.5523714811365984,0.5715920388468112,400,400,1.0,0.3251764067436376,0.5392339144628937,0.3258401607111628,0.5396481927521419,0.214057507719256,0.2138080320409791
Surrogate_Paranoia_V1,2024-06-02_19-01-47_mintcream-hotel,"surrogate with PL 1, 100% data/test overlap",0.5523714811365984,0.6090802807178817,400,400,1.0,0.3117240577858354,0.5003597098956634,0.3141579785094356,0.5020528793735578,0.1886356521098279,0.1878949008641222
Surrogate_Paranoia_V1,2024-06-01_11-41-52_royalblue-stay,"surrogate with PL 1, 100% data/test overlap",0.5523714811365984,0.620521674683311,400,400,1.0,0.3202545838781911,0.5295729898091787,0.3207045114671453,0.5301146058732001,0.2093184059309875,0.2094100944060548
Surrogate_Paranoia_V1,2024-06-02_10-45-26_plum-early,"surrogate with PL 1, 100% data/test overlap",0.5523714811365984,0.5838547861647735,400,400,1.0,0.3128161634811984,0.5126017494010704,0.311901846340481,0.5118353577981927,0.1997855859198719,0.1999335114577116
Surrogate_Paranoia_V2,2024-06-03_21-29-45_lightslategray-feel,"surrogate with PL 2, 100% data/test overlap",0.5523714811365984,0.707024383640096,400,386,0.965,0.342499015754406,0.3783094427083934,0.3898766290292391,0.5298055480548409,0.0358104269539873,0.1399289190256017
Surrogate_Paranoia_V2,2024-06-04_10-20-22_springgreen-pattern,"surrogate with PL 2, 100% data/test overlap",0.5523714811365984,0.70414881993007,400,384,0.96,0.3491970775310193,0.3878691000783532,0.4099760014081605,0.5374832090897131,0.0386720225473338,0.1275072076815526
Surrogate_Paranoia_V2,2024-06-03_11-16-37_steelblue-wrong,"surrogate with PL 2, 100% data/test overlap",0.5523714811365984,0.6692694805194805,400,391,0.9775,0.330275625559998,0.3553694155913602,0.4010386368438638,0.5145568624546325,0.0250937900313621,0.1135182256107686
Surrogate_Paranoia_V2,2024-06-04_08-05-08_green-might,"surrogate with PL 2, 100% data/test overlap",0.5523714811365984,0.6707886904761905,400,389,0.9725,0.3380090023035658,0.3762963075704381,0.3852064013380076,0.5200524816078483,0.0382873052668722,0.1348460802698406
Surrogate_Paranoia_V2,2024-06-03_23-40-39_aquamarine-less,"surrogate with PL 2, 100% data/test overlap",0.5523714811365984,0.7072982919857922,400,392,0.98,0.3393670320363968,0.3696909641486502,0.413133247205339,0.5203755429018321,0.0303239321122534,0.107242295696493
Surrogate_Paranoia_V2,2024-06-03_19-18-06_lavender-final,"surrogate with PL 2, 100% data/test overlap",0.5523714811365984,0.704229157875393,400,393,0.9825,0.325589055114458,0.3675313769182162,0.4084110844898493,0.5376454793663978,0.0419423218037581,0.1292343948765485
Surrogate_Paranoia_V3,2024-06-04_20-54-46_cadetblue-want,"surrogate with PL 3, 100% data/test overlap",0.5523714811365984,0.7380123848307828,400,382,0.955,0.3134713959897144,0.344329491776346,0.4525282237618823,0.6151440200037839,0.0308580957866316,0.1626157962419015
Surrogate_Paranoia_V3,2024-06-05_13-50-21_olivedrab-marriage,"surrogate with PL 3, 100% data/test overlap",0.5523714811365984,0.7441102826696864,400,385,0.9625,0.3126038880907575,0.3500379136474038,0.4845426046626439,0.6185078954518667,0.0374340255566462,0.1339652907892227
Surrogate_Paranoia_V3,2024-06-05_04-30-29_coral-million,"surrogate with PL 3, 100% data/test overlap",0.5523714811365984,0.7530656403387632,400,386,0.965,0.3140085235584133,0.3560803835743282,0.4964764148499577,0.6481054954728688,0.0420718600159148,0.151629080622911
Surrogate_Paranoia_V3,2024-06-05_06-32-02_blueviolet-rather,"surrogate with PL 3, 100% data/test overlap",0.5523714811365984,0.75625,400,380,0.95,0.3390801889822839,0.3715877014030161,0.5006722650632356,0.6565511279844242,0.0325075124207321,0.1558788629211885
Surrogate_Paranoia_V3,2024-06-04_12-34-40_sienna-education,"surrogate with PL 3, 100% data/test overlap",0.5523714811365984,0.7387457124012597,400,389,0.9725,0.3188437698814537,0.3520722815863252,0.4707329994499961,0.6152168699399791,0.0332285117048715,0.144483870489983
Surrogate_Paranoia_V3,2024-06-05_15-58-09_gold-administration,"surrogate with PL 3, 100% data/test overlap",0.5523714811365984,0.75,400,377,0.9425,0.3390587858303102,0.3798828894396074,0.4693744057420582,0.6339116694674176,0.0408241036092972,0.1645372637253593
Surrogate_Data_V5,2024-04-28_07-18-23_lightcoral-pretty,"surrogate model with 100% train, test overlap",0.5523714811365984,0.7481060606060606,400,383,0.9575,0.332849522343373,0.3591766380275103,0.4854880348332944,0.6307347593533806,0.0263271156841372,0.1452467245200862
Surrogate_Data_V5,2024-04-28_22-59-40_blueviolet-physical,"surrogate model with 100% train, test overlap",0.5523714811365984,0.7584222859989592,400,377,0.9425,0.3385296145200988,0.3728352835190303,0.4847934814472661,0.6495394218084856,0.0343056689989315,0.1647459403612194
