config,surrogate_workspace,description,target_threshold,surrogate_threshold,total_samples_count,samples_evaded_count,samples_evaded_percentage,target_confidence_mean,target_confidence_original_mean,surrogate_confidence_mean,surrogate_confidence_original_mean,target_confidence_reduction_mean,surrogate_confidence_reduction_mean
Surrogate_Data_V5,2024-04-28_07-18-23_lightcoral-pretty,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7481060606060606,513,367,0.7153996101364523,0.4160388548597176,0.5044831515176778,0.4900561856289831,0.6380276225014062,0.0884442966579601,0.1479714368724231
Surrogate_Data_V5,2024-04-28_22-59-40_blueviolet-physical,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7584222859989592,484,342,0.7066115702479339,0.4240258646859887,0.5147990665608374,0.4798980980215836,0.6418897777000685,0.0907732018748487,0.1619916796784848
Surrogate_Data_V5,2024-05-15_22-43-02_lightseagreen-first,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7564401439181205,532,391,0.7349624060150376,0.4112390744915504,0.4976626180912449,0.4763384253919256,0.6075427044766878,0.0864235435996945,0.1312042790847621
Surrogate_Data_V5,2024-05-15_06-47-54_mediumpurple-nothing,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7440277777777778,488,340,0.6967213114754098,0.4336307264564385,0.5179506757409943,0.4902852665338888,0.6285484204483675,0.0843199492845557,0.1382631539144786
Surrogate_Data_V5,2024-05-14_22-20-02_lightpink-medical,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7638798180985682,566,404,0.7137809187279152,0.4306224285555634,0.5355745547614391,0.5068798337123874,0.6665648696385541,0.1049521262058757,0.1596850359261666
Surrogate_Data_V5,2024-05-15_14-55-23_red-resource,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7476997600956425,498,346,0.6947791164658634,0.4372252434953448,0.5169800330217967,0.4922816857990564,0.6334061709801166,0.0797547895264519,0.1411244851810602
Surrogate_Data_V5,2024-04-10_13-36-12_darkcyan-why,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7569284772505127,525,380,0.7238095238095238,0.4226321632051148,0.536342090651645,0.492662266489001,0.6467409324215017,0.1137099274465301,0.1540786659325006
Surrogate_Data_V5,2024-04-29_15-29-39_darkkhaki-quickly,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7646730177161379,542,384,0.7084870848708487,0.4397032579533504,0.5424683575440974,0.4932563619417517,0.6481907794624675,0.1027650995907469,0.1549344175207158
Surrogate_Data_V5,2024-04-29_07-05-06_darkslategray-approach,"surrogate model with 100% train, test overlap",0.6603488233039415,0.7338123063608284,491,354,0.7209775967413442,0.4279535459769904,0.5235972286313668,0.4686087050857093,0.6322413875139161,0.0956436826543764,0.1636326824282068
Surrogate_Data_V5,2024-04-28_15-07-53_aliceblue-suddenly,"surrogate model with 100% train, test overlap",0.6603488233039415,0.8114583333333332,576,395,0.6857638888888888,0.4451234972072712,0.5536524767596788,0.5263218100104804,0.6706815180522151,0.1085289795524075,0.1443597080417347
Surrogate_SVM_V1,2024-05-20_21-11-36_linen-civil,surrogate model with SVM and 100% overlap,0.6603488233039415,0.9436885939955214,864,506,0.5856481481481481,0.5191490096992429,0.6143854157397253,0.6113317101859544,0.7322501907513489,0.0952364060404823,0.1209184805653944
Surrogate_SVM_V1,2024-04-08_10-49-51_paleturquoise-nor,surrogate model with SVM and 100% overlap,0.6603488233039415,0.9403843048292916,808,551,0.681930693069307,0.4807605597183752,0.5967082554802717,0.5779688986318993,0.7294845146706014,0.1159476957618965,0.1515156160387021
Surrogate_SVM_V1,2024-05-20_12-27-17_plum-television,surrogate model with SVM and 100% overlap,0.6603488233039415,0.9406854204985088,777,542,0.6975546975546976,0.4449996094958004,0.565365044556928,0.6075952944269081,0.7348019163890721,0.1203654350611276,0.127206621962164
Surrogate_SVM_V1,2024-05-21_13-37-58_mediumvioletred-worker,surrogate model with SVM and 100% overlap,0.6603488233039415,0.9499317039404672,784,524,0.6683673469387755,0.4844221531220797,0.6044859713119048,0.5957952553101403,0.7383481424270155,0.1200638181898251,0.1425528871168752
Surrogate_SVM_V1,2024-05-21_04-59-27_peachpuff-perform,surrogate model with SVM and 100% overlap,0.6603488233039415,0.9461855787283124,862,609,0.7064965197215777,0.4689460940620121,0.5711562560553265,0.625671267190043,0.7464573298898072,0.1022101619933143,0.1207860626997642
Surrogate_SVM_V1,2024-05-21_21-37-36_seagreen-together,surrogate model with SVM and 100% overlap,0.6603488233039415,0.9453896262278354,799,536,0.6708385481852316,0.4944998593232856,0.6087317033324192,0.610824868394811,0.736549353693962,0.1142318440091335,0.125724485299151
Surrogate_GBoost_V1,2024-05-22_22-04-52_papayawhip-heavy,surrogate model with GradientBoosting and 100% overlap,0.6603488233039415,0.6538855378303416,647,556,0.8593508500772797,0.3684657159771262,0.484078013223925,0.3996095080324405,0.5282979766351252,0.1156122972467987,0.1286884686026846
Surrogate_GBoost_V1,2024-05-23_21-59-14_palegreen-local,surrogate model with GradientBoosting and 100% overlap,0.6603488233039415,0.686673007615936,686,572,0.8338192419825073,0.3841515779461673,0.5169601067361979,0.4034413927202514,0.5513010469053942,0.1328085287900305,0.1478596541851427
Surrogate_GBoost_V1,2024-05-23_06-06-40_darkslateblue-they,surrogate model with GradientBoosting and 100% overlap,0.6603488233039415,0.6752334019684305,736,608,0.8260869565217391,0.388983871327683,0.5026772216685198,0.4165351194147479,0.5574162988585428,0.1136933503408368,0.1408811794437948
