config,surrogate_workspace,description,target_threshold,surrogate_threshold,total_samples_count,samples_evaded_count,samples_evaded_percentage,target_confidence_mean,target_confidence_original_mean,surrogate_confidence_mean,surrogate_confidence_original_mean,target_confidence_reduction_mean,surrogate_confidence_reduction_mean
Surrogate_Data_V5,2024-04-28_07-18-23_lightcoral-pretty,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7481060606060606,513,352,0.6861598440545809,0.4839015188627884,0.5829967866976142,0.4900561856289831,0.6380276225014062,0.0990952678348258,0.1479714368724231
Surrogate_Data_V5,2024-04-28_22-59-40_blueviolet-physical,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7584222859989592,484,337,0.6962809917355371,0.4786251300809426,0.570550383110942,0.4798980980215836,0.6418897777000685,0.0919252530299993,0.1619916796784848
Surrogate_Data_V5,2024-05-15_22-43-02_lightseagreen-first,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7564401439181205,532,392,0.7368421052631579,0.4597507688888991,0.5506819035498628,0.4763384253919256,0.6075427044766878,0.0909311346609636,0.1312042790847621
Surrogate_Data_V5,2024-05-15_06-47-54_mediumpurple-nothing,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7440277777777778,488,336,0.6885245901639344,0.4859012304086177,0.5864275974646018,0.4902852665338888,0.6285484204483675,0.100526367055984,0.1382631539144786
Surrogate_Data_V5,2024-05-14_22-20-02_lightpink-medical,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7638798180985682,566,403,0.7120141342756183,0.4928417285490305,0.5993993863359434,0.5068798337123874,0.6665648696385541,0.1065576577869128,0.1596850359261666
Surrogate_Data_V5,2024-05-15_14-55-23_red-resource,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7476997600956425,498,341,0.6847389558232931,0.4768403541456618,0.5748043118592281,0.4922816857990564,0.6334061709801166,0.0979639577135663,0.1411244851810602
Surrogate_Data_V5,2024-04-10_13-36-12_darkcyan-why,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7569284772505127,525,370,0.7047619047619048,0.4807727542299788,0.6009376136814782,0.492662266489001,0.6467409324215017,0.1201648594514994,0.1540786659325006
Surrogate_Data_V5,2024-04-29_15-29-39_darkkhaki-quickly,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7646730177161379,542,399,0.7361623616236163,0.4668450823413995,0.5891090905573985,0.4932563619417517,0.6481907794624675,0.1222640082159989,0.1549344175207158
Surrogate_Data_V5,2024-04-29_07-05-06_darkslategray-approach,"surrogate model with 100% train, test overlap",0.6538855378303416,0.7338123063608284,491,350,0.7128309572301426,0.4648124839478273,0.5776128680896531,0.4686087050857093,0.6322413875139161,0.1128003841418257,0.1636326824282068
Surrogate_Data_V5,2024-04-28_15-07-53_aliceblue-suddenly,"surrogate model with 100% train, test overlap",0.6538855378303416,0.8114583333333332,576,384,0.6666666666666666,0.5038200865807387,0.6083981591039787,0.5263218100104804,0.6706815180522151,0.1045780725232399,0.1443597080417347
Surrogate_SVM_V1,2024-05-20_21-11-36_linen-civil,surrogate model with SVM and 100% overlap,0.6538855378303416,0.9436885939955214,864,508,0.5879629629629629,0.5497826814664764,0.6592627210655563,0.6113317101859544,0.7322501907513489,0.1094800395990799,0.1209184805653944
Surrogate_SVM_V1,2024-04-08_10-49-51_paleturquoise-nor,surrogate model with SVM and 100% overlap,0.6538855378303416,0.9403843048292916,808,553,0.6844059405940595,0.5160261150187131,0.6388640111577712,0.5779688986318993,0.7294845146706014,0.1228378961390581,0.1515156160387021
Surrogate_SVM_V1,2024-05-20_12-27-17_plum-television,surrogate model with SVM and 100% overlap,0.6538855378303416,0.9406854204985088,777,561,0.722007722007722,0.5099675591124315,0.6294658683495982,0.6075952944269081,0.7348019163890721,0.1194983092371666,0.127206621962164
Surrogate_SVM_V1,2024-05-21_13-37-58_mediumvioletred-worker,surrogate model with SVM and 100% overlap,0.6538855378303416,0.9499317039404672,784,525,0.6696428571428571,0.512456206463393,0.6446084781210323,0.5957952553101403,0.7383481424270155,0.1321522716576393,0.1425528871168752
Surrogate_SVM_V1,2024-05-21_04-59-27_peachpuff-perform,surrogate model with SVM and 100% overlap,0.6538855378303416,0.9461855787283124,862,573,0.6647331786542924,0.5236403440078748,0.6331469142490078,0.625671267190043,0.7464573298898072,0.1095065702411329,0.1207860626997642
Surrogate_SVM_V1,2024-05-21_21-37-36_seagreen-together,surrogate model with SVM and 100% overlap,0.6538855378303416,0.9453896262278354,799,539,0.6745932415519399,0.5277503919273422,0.6414457927969414,0.610824868394811,0.736549353693962,0.1136954008695991,0.125724485299151
Surrogate_GBoost_V1,2024-05-23_21-59-14_palegreen-local,surrogate model with GradientBoosting and 100% overlap,0.6538855378303416,0.686673007615936,686,631,0.9198250728862972,0.4113820932785346,0.554844612103579,0.4034413927202514,0.5513010469053942,0.1434625188250444,0.1478596541851427
Surrogate_GBoost_V1,2024-05-23_06-06-40_darkslateblue-they,surrogate model with GradientBoosting and 100% overlap,0.6538855378303416,0.6752334019684305,736,695,0.9442934782608696,0.4160885917207095,0.5543664298562617,0.4165351194147479,0.5574162988585428,0.1382778381355521,0.1408811794437948
Surrogate_GBoost_V1,2024-05-22_05-37-59_darkviolet-but,surrogate model with GradientBoosting and 100% overlap,0.6538855378303416,0.6959621076217234,678,641,0.9454277286135692,0.4255658731597659,0.5755408479942854,0.4206529968662883,0.5713384290168629,0.1499749748345194,0.1506854321505746
